id,numTel,etat,type de carte,Date d'activation,date d'expiration,date inscription,user,uptime,location,status
3664,+33(0)339213928,active,prepaid,2023-09-23,2024-09-22,2023-09-02,colette01,473h,Rabat,online
3665,+33(0)802117689,inactive,prepaid,2023-08-25,2024-08-24,2023-08-11,qlaunay,358h,Casablanca,online
3666,+33(0)250478768,suspended,prepaid,2023-05-18,2024-05-17,2023-04-24,maurice28,65h,Casablanca,online
3667,0229719449,inactive,prepaid,2024-03-23,2025-03-23,2024-03-21,ddelorme,112h,Marrakech,online
3668,+33(0)488014865,inactive,postpaid,2024-07-09,2025-07-09,2024-06-16,alexandriachauvet,183h,Marrakech,online
3669,0556132029,inactive,prepaid,2023-11-09,2024-11-08,2023-11-01,adrienne99,21h,Marrakech,online
3670,+33483362704,inactive,prepaid,2024-07-20,2025-07-20,2024-07-06,ymasson,208h,Fès,offline
3671,0648068416,active,prepaid,2025-02-27,2026-02-27,2025-02-20,benoitcohen,176h,Tanger,offline
3672,+33(0)755174710,inactive,postpaid,2024-11-09,2025-11-09,2024-10-25,davidsusanne,203h,Rabat,online
3673,+33479447721,active,prepaid,2024-11-24,2025-11-24,2024-11-19,bklein,333h,Marrakech,online
3674,0458388047,suspended,prepaid,2023-08-31,2024-08-30,2023-08-17,francoise98,240h,Fès,offline
3675,+33149556412,suspended,prepaid,2024-05-08,2025-05-08,2024-04-10,qlesage,440h,Marrakech,online
3676,0449234442,active,postpaid,2024-05-23,2025-05-23,2024-05-19,obouvet,126h,Fès,online
3677,0790714021,inactive,postpaid,2024-07-06,2025-07-06,2024-06-16,pgoncalves,83h,Marrakech,online
3678,+33373622696,active,prepaid,2023-09-12,2024-09-11,2023-08-17,qbarthelemy,214h,Kenitra,online
3679,0444394315,active,postpaid,2024-12-29,2025-12-29,2024-12-12,tdevaux,207h,Agadir,offline
3680,0547340518,inactive,postpaid,2024-07-04,2025-07-04,2024-06-07,vincentlouis,488h,Casablanca,offline
3681,0367980184,suspended,postpaid,2024-12-30,2025-12-30,2024-12-22,laure09,476h,Marrakech,online
3682,+33(0)236825378,suspended,postpaid,2025-01-13,2026-01-13,2024-12-25,lchauvin,185h,Agadir,online
3683,0798165853,suspended,postpaid,2024-05-02,2025-05-02,2024-04-22,margaret44,398h,Fès,offline
3684,0218003775,active,postpaid,2023-04-19,2024-04-18,2023-03-29,georgeslefebvre,494h,Oujda,offline
3685,+33(0)558160678,suspended,postpaid,2023-07-28,2024-07-27,2023-07-21,michaudmarcelle,309h,Tanger,online
3686,+33233327973,inactive,postpaid,2025-02-15,2026-02-15,2025-01-27,deniselebreton,4h,Fès,offline
3687,0556760192,inactive,prepaid,2024-10-23,2025-10-23,2024-10-17,fernandezmaggie,66h,Marrakech,offline
3688,+33(0)415022644,inactive,prepaid,2023-07-23,2024-07-22,2023-07-18,kbarre,45h,Fès,online
3689,+33803062649,active,postpaid,2024-11-12,2025-11-12,2024-11-03,vjoubert,340h,Marrakech,offline
3690,0169544143,suspended,postpaid,2024-11-01,2025-11-01,2024-10-11,bonninmargaux,136h,Marrakech,online
3691,0519855783,suspended,prepaid,2024-07-20,2025-07-20,2024-06-28,astridlebrun,273h,Kenitra,online
3692,+33(0)256782926,suspended,postpaid,2024-10-28,2025-10-28,2024-10-04,lledoux,75h,Tanger,offline
3693,0176362020,suspended,prepaid,2023-08-24,2024-08-23,2023-07-25,lhenry,336h,Oujda,offline
3694,0141391693,active,postpaid,2025-01-14,2026-01-14,2025-01-06,christellehebert,412h,Tanger,online
3695,0147217738,inactive,postpaid,2024-04-13,2025-04-13,2024-03-20,cmahe,498h,Marrakech,offline
3696,+33160825136,active,postpaid,2024-07-12,2025-07-12,2024-06-20,monique17,272h,Tanger,online
3697,+33243427173,inactive,prepaid,2024-09-14,2025-09-14,2024-09-06,aurore51,486h,Casablanca,online
3698,0470824303,active,postpaid,2025-02-17,2026-02-17,2025-02-14,nathalie68,434h,Kenitra,offline
3699,+33(0)497434416,inactive,postpaid,2024-09-17,2025-09-17,2024-09-16,valentineroyer,189h,Kenitra,offline
3700,+33(0)257063463,suspended,postpaid,2024-09-23,2025-09-23,2024-08-24,masseaimee,255h,Agadir,offline
3701,+33545753424,suspended,postpaid,2023-11-05,2024-11-04,2023-10-23,josetteguillot,369h,Agadir,online
3702,+33(0)383028354,active,postpaid,2024-04-25,2025-04-25,2024-04-13,ycamus,189h,Kenitra,offline
3703,0458337782,inactive,postpaid,2023-09-26,2024-09-25,2023-09-13,descampsluc,492h,Rabat,offline
3704,+33426856501,inactive,prepaid,2024-06-19,2025-06-19,2024-06-12,emmanuel49,40h,Marrakech,offline
3705,0476073733,inactive,prepaid,2024-03-06,2025-03-06,2024-02-25,bigotjacqueline,274h,Casablanca,offline
3706,0508732372,suspended,postpaid,2023-12-12,2024-12-11,2023-11-12,lagardeguillaume,260h,Rabat,offline
3707,+33(0)557378088,inactive,prepaid,2024-07-02,2025-07-02,2024-06-26,lrichard,165h,Agadir,offline
3708,0495837734,inactive,postpaid,2024-09-26,2025-09-26,2024-09-13,richard38,93h,Rabat,online
3709,+33492973322,inactive,postpaid,2024-05-30,2025-05-30,2024-05-29,sgauthier,69h,Tanger,offline
3710,0241603702,suspended,prepaid,2025-01-31,2026-01-31,2025-01-06,ferrandisabelle,136h,Marrakech,offline
3711,+33356521032,inactive,prepaid,2024-11-06,2025-11-06,2024-11-02,ddubois,341h,Fès,online
3712,0174912618,active,postpaid,2024-03-31,2025-03-31,2024-03-23,oguyot,418h,Rabat,offline
3713,+33366492276,inactive,postpaid,2023-08-08,2024-08-07,2023-07-14,sabine41,109h,Casablanca,offline
3714,0495219295,inactive,prepaid,2024-11-13,2025-11-13,2024-10-25,stephanie08,336h,Kenitra,online
3715,+33(0)478912640,suspended,prepaid,2024-08-27,2025-08-27,2024-08-23,brigitte21,15h,Rabat,offline
3716,0611068406,inactive,prepaid,2024-08-06,2025-08-06,2024-07-20,valentineboyer,72h,Rabat,online
3717,+33169854701,suspended,postpaid,2024-12-16,2025-12-16,2024-12-04,suzannerenard,47h,Fès,offline
3718,+33426778733,active,postpaid,2024-05-07,2025-05-07,2024-05-01,victor74,417h,Fès,online
3719,+33533901965,suspended,postpaid,2023-06-23,2024-06-22,2023-06-09,edithmillet,132h,Fès,offline
3720,0278373429,active,postpaid,2024-02-28,2025-02-27,2024-02-26,kcourtois,99h,Marrakech,online
3721,+33487821263,suspended,postpaid,2024-12-18,2025-12-18,2024-11-25,kleinandree,407h,Agadir,online
3722,+33372777327,inactive,postpaid,2024-10-20,2025-10-20,2024-10-12,smorvan,231h,Marrakech,offline
3723,0139313883,suspended,postpaid,2025-03-20,2026-03-20,2025-03-07,michelle15,208h,Tanger,online
3724,0237537363,active,prepaid,2023-10-27,2024-10-26,2023-10-12,orousset,142h,Casablanca,online
3725,+33(0)480422986,suspended,postpaid,2024-06-09,2025-06-09,2024-05-10,spires,417h,Marrakech,offline
3726,+33172606689,suspended,prepaid,2024-01-23,2025-01-22,2023-12-24,edouard54,12h,Agadir,offline
3727,0434751708,suspended,prepaid,2023-12-13,2024-12-12,2023-11-22,lefevreelisabeth,18h,Casablanca,online
3728,+33145802878,suspended,prepaid,2023-10-27,2024-10-26,2023-10-11,zguillaume,373h,Marrakech,online
3729,+33(0)465117698,active,postpaid,2024-07-12,2025-07-12,2024-07-02,xavier21,237h,Tanger,online
3730,0324852137,active,postpaid,2025-02-06,2026-02-06,2025-01-23,roland98,116h,Rabat,online
3731,+33237964824,inactive,prepaid,2025-02-05,2026-02-05,2025-01-11,david69,253h,Marrakech,online
3732,+33491994944,active,prepaid,2024-09-29,2025-09-29,2024-09-22,patrickgodard,193h,Agadir,offline
3733,0358928829,active,postpaid,2023-05-07,2024-05-06,2023-04-14,pierre31,90h,Casablanca,online
3734,0546570747,suspended,postpaid,2025-01-24,2026-01-24,2025-01-05,torresauguste,401h,Tanger,offline
3735,0277372103,suspended,postpaid,2024-07-03,2025-07-03,2024-06-28,paulinelemoine,494h,Agadir,online
3736,+33362049159,active,prepaid,2023-07-12,2024-07-11,2023-06-12,eclement,86h,Marrakech,offline
3737,+33(0)390866638,suspended,prepaid,2024-09-06,2025-09-06,2024-08-29,oraymond,457h,Marrakech,online
3738,+33277531268,inactive,postpaid,2025-01-15,2026-01-15,2025-01-05,olivier95,353h,Tanger,offline
3739,+33531858133,active,prepaid,2024-06-09,2025-06-09,2024-06-01,veronique87,216h,Oujda,online
3740,+33(0)487913473,inactive,prepaid,2025-02-06,2026-02-06,2025-01-20,nathalie47,240h,Oujda,online
3741,+33355224809,active,postpaid,2024-07-07,2025-07-07,2024-06-07,wleroy,23h,Marrakech,offline
3742,+33(0)556387690,inactive,prepaid,2025-04-07,2026-04-07,2025-03-18,patricia04,391h,Marrakech,online
3743,0324418440,active,prepaid,2024-03-31,2025-03-31,2024-03-18,valentine28,7h,Kenitra,online
3744,+33(0)339220012,inactive,prepaid,2024-08-03,2025-08-03,2024-07-29,spicard,181h,Tanger,online
3745,+33427189937,active,postpaid,2024-12-05,2025-12-05,2024-11-12,augustin18,341h,Oujda,offline
3746,0299071346,inactive,postpaid,2025-04-14,2026-04-14,2025-03-27,adele41,244h,Tanger,offline
3747,0508784283,inactive,prepaid,2024-10-17,2025-10-17,2024-10-02,david16,74h,Tanger,online
3748,+33182238096,active,prepaid,2024-05-25,2025-05-25,2024-05-02,slevy,487h,Marrakech,online
3749,+33(0)170483555,active,postpaid,2024-05-09,2025-05-09,2024-04-18,yleconte,129h,Marrakech,offline
3750,0356283223,suspended,prepaid,2023-06-21,2024-06-20,2023-06-03,robertguillon,367h,Marrakech,online
3751,+33(0)359516639,inactive,postpaid,2025-03-02,2026-03-02,2025-02-06,anastasieguerin,29h,Oujda,online
3752,0475311631,suspended,postpaid,2024-07-29,2025-07-29,2024-07-02,nboyer,108h,Agadir,online
3753,+33(0)590605484,inactive,prepaid,2024-12-11,2025-12-11,2024-11-12,edouard85,426h,Kenitra,online
3754,0382554106,suspended,prepaid,2024-04-30,2025-04-30,2024-04-27,nicolasgomes,272h,Casablanca,offline
3755,0614363539,suspended,postpaid,2023-11-25,2024-11-24,2023-11-12,laurence74,141h,Rabat,online
3756,+33(0)467222494,inactive,postpaid,2024-06-05,2025-06-05,2024-06-04,qmorin,117h,Fès,online
3757,0477069989,suspended,postpaid,2023-10-20,2024-10-19,2023-09-29,lorrainedumas,76h,Casablanca,online
3758,0586358746,inactive,prepaid,2023-05-02,2024-05-01,2023-04-24,rouxmarthe,205h,Casablanca,offline
3759,+33(0)173483804,inactive,prepaid,2024-10-09,2025-10-09,2024-09-17,uroussel,292h,Kenitra,offline
3760,+33(0)243510963,active,postpaid,2023-06-27,2024-06-26,2023-06-14,rdumas,374h,Fès,offline
3761,0474804662,inactive,postpaid,2023-12-28,2024-12-27,2023-12-26,philippeamelie,128h,Rabat,online
3762,+33768216774,suspended,prepaid,2024-07-20,2025-07-20,2024-06-20,vlevy,188h,Rabat,offline
3763,0253467372,inactive,prepaid,2023-11-29,2024-11-28,2023-11-05,marine65,39h,Agadir,offline
3764,+33146920453,inactive,prepaid,2025-02-10,2026-02-10,2025-01-27,costehonore,291h,Rabat,offline
3765,0532187917,active,postpaid,2025-04-15,2026-04-15,2025-03-27,alexlucas,230h,Kenitra,offline
3766,0557725340,active,prepaid,2023-05-21,2024-05-20,2023-04-25,laurent52,244h,Casablanca,online
3767,0272058071,inactive,prepaid,2024-07-15,2025-07-15,2024-07-14,elodietanguy,222h,Marrakech,online
3768,0371663199,suspended,postpaid,2023-12-25,2024-12-24,2023-12-22,techerfrederic,49h,Marrakech,online
3769,0370792701,inactive,prepaid,2025-01-23,2026-01-23,2025-01-18,camillebonneau,481h,Tanger,online
3770,0214996254,suspended,postpaid,2023-05-20,2024-05-19,2023-04-25,allardchristine,463h,Oujda,offline
3771,0246107441,suspended,postpaid,2023-09-18,2024-09-17,2023-08-31,royerlorraine,207h,Casablanca,offline
3772,0491687848,active,prepaid,2024-09-15,2025-09-15,2024-09-08,rouxgabrielle,218h,Kenitra,offline
3773,0370290674,active,prepaid,2024-06-09,2025-06-09,2024-06-01,adelaide20,67h,Kenitra,offline
3774,0255856092,active,postpaid,2024-06-15,2025-06-15,2024-05-24,mariannedenis,491h,Agadir,offline
3775,0420507270,suspended,postpaid,2023-05-21,2024-05-20,2023-04-30,tbousquet,180h,Tanger,online
3776,0491584105,suspended,postpaid,2024-02-25,2025-02-24,2024-02-04,georges94,103h,Rabat,online
3777,+33(0)382479903,inactive,postpaid,2025-01-23,2026-01-23,2025-01-02,dpaul,158h,Tanger,online
3778,0367550824,suspended,postpaid,2024-05-18,2025-05-18,2024-05-01,regniergabrielle,93h,Tanger,online
3779,+33(0)183400953,active,prepaid,2024-12-16,2025-12-16,2024-12-11,charpentierrenee,61h,Rabat,offline
3780,+33253792882,active,postpaid,2024-08-07,2025-08-07,2024-07-11,mariondanielle,248h,Oujda,offline
3781,0240292460,suspended,postpaid,2023-08-11,2024-08-10,2023-08-01,agermain,409h,Fès,offline
3782,+33517358585,suspended,prepaid,2023-12-25,2024-12-24,2023-12-24,clebreton,0h,Marrakech,offline
3783,+33622082762,inactive,postpaid,2023-09-10,2024-09-09,2023-08-23,juliette46,156h,Fès,offline
3784,+33(0)321581363,inactive,postpaid,2025-02-07,2026-02-07,2025-01-22,rodriguesyves,293h,Kenitra,offline
3785,+33(0)415587271,inactive,prepaid,2023-11-24,2024-11-23,2023-10-25,brunetgilbert,214h,Tanger,offline
3786,0547476514,inactive,postpaid,2024-08-17,2025-08-17,2024-07-19,gonzalezmarthe,353h,Casablanca,offline
3787,0234279124,inactive,prepaid,2025-01-24,2026-01-24,2024-12-27,jdescamps,11h,Oujda,online
3788,+33(0)630153376,inactive,prepaid,2023-11-08,2024-11-07,2023-10-27,albertetienne,240h,Tanger,online
3789,+33141543173,suspended,postpaid,2023-07-06,2024-07-05,2023-06-17,christineperez,499h,Fès,offline
3790,+33354425168,active,postpaid,2023-10-30,2024-10-29,2023-10-10,dorothee08,225h,Rabat,online
3791,+33533313942,suspended,postpaid,2023-10-09,2024-10-08,2023-09-10,zlaine,70h,Oujda,online
3792,0799471820,active,prepaid,2024-03-28,2025-03-28,2024-03-17,colasemilie,355h,Agadir,offline
3793,0174656663,active,prepaid,2024-04-07,2025-04-07,2024-03-14,anais18,188h,Agadir,online
3794,0553712522,suspended,prepaid,2023-09-08,2024-09-07,2023-09-02,danielleteixeira,236h,Oujda,online
3795,+33498022592,inactive,prepaid,2023-07-09,2024-07-08,2023-06-25,madeleine58,40h,Agadir,offline
3796,0277547663,suspended,postpaid,2024-04-05,2025-04-05,2024-03-06,huetalexandrie,313h,Oujda,offline
3797,0363134255,inactive,postpaid,2024-12-02,2025-12-02,2024-11-02,reneeevrard,336h,Oujda,online
3798,+33(0)146876950,inactive,postpaid,2023-08-14,2024-08-13,2023-08-04,paulette58,447h,Fès,online
3799,0563721067,suspended,postpaid,2025-02-05,2026-02-05,2025-01-26,bernardanouk,402h,Rabat,offline
3800,+33(0)380836662,active,postpaid,2023-08-18,2024-08-17,2023-07-29,bernardmaurice,291h,Tanger,online
3801,+33(0)369038005,suspended,postpaid,2024-02-28,2025-02-27,2024-02-01,cleconte,141h,Kenitra,offline
3802,+33(0)357965623,suspended,postpaid,2025-03-13,2026-03-13,2025-03-05,pierrenathalie,449h,Oujda,offline
3803,+33(0)231642321,suspended,prepaid,2024-03-30,2025-03-30,2024-03-29,adelattre,74h,Tanger,online
3804,+33(0)328204770,inactive,postpaid,2023-06-13,2024-06-12,2023-05-25,luc85,65h,Kenitra,online
3805,0367795435,suspended,postpaid,2023-06-06,2024-06-05,2023-05-18,stephaniecharles,51h,Tanger,online
3806,0368045477,active,postpaid,2025-02-08,2026-02-08,2025-02-04,thibault14,66h,Casablanca,online
3807,0376106940,inactive,prepaid,2023-05-22,2024-05-21,2023-05-18,paulinegregoire,245h,Agadir,offline
3808,0770633048,suspended,postpaid,2023-04-21,2024-04-20,2023-03-23,morinlaure,98h,Fès,offline
3809,+33(0)437451401,inactive,postpaid,2024-05-29,2025-05-29,2024-05-17,maheelodie,409h,Marrakech,online
3810,+33630784144,active,prepaid,2024-08-29,2025-08-29,2024-08-27,girardpaul,21h,Fès,offline
3811,0356997662,inactive,postpaid,2024-11-06,2025-11-06,2024-10-18,delannoynath,195h,Rabat,online
3812,0354586323,suspended,prepaid,2024-09-03,2025-09-03,2024-08-10,madeleine43,290h,Casablanca,online
3813,+33415240369,suspended,postpaid,2024-06-06,2025-06-06,2024-06-01,ulegros,54h,Marrakech,online
3814,+33234758170,suspended,postpaid,2025-02-06,2026-02-06,2025-01-30,wperrot,170h,Oujda,offline
3815,0524712049,suspended,postpaid,2024-09-08,2025-09-08,2024-08-22,rroger,97h,Agadir,offline
3816,0269127286,suspended,postpaid,2024-06-16,2025-06-16,2024-05-26,tbaudry,493h,Casablanca,offline
3817,0149582806,active,prepaid,2025-03-22,2026-03-22,2025-02-24,ubouvier,483h,Rabat,offline
3818,0557081244,inactive,postpaid,2024-10-01,2025-10-01,2024-09-08,aubrybernadette,96h,Fès,offline
3819,0472745990,inactive,prepaid,2024-04-11,2025-04-11,2024-03-29,hortense50,43h,Rabat,online
3820,+33(0)155699330,suspended,postpaid,2024-10-01,2025-10-01,2024-09-01,georges31,24h,Tanger,offline
3821,+33(0)547539582,active,prepaid,2023-07-23,2024-07-22,2023-06-24,auguste83,424h,Oujda,online
3822,+33756079636,suspended,prepaid,2023-11-04,2024-11-03,2023-10-05,piresdaniel,17h,Tanger,online
3823,+33(0)355335142,inactive,postpaid,2025-03-02,2026-03-02,2025-02-20,aimeeneveu,93h,Fès,offline
3824,0183713079,suspended,prepaid,2023-10-03,2024-10-02,2023-09-26,rlevy,9h,Fès,online
3825,+33(0)356712004,inactive,postpaid,2024-09-01,2025-09-01,2024-08-10,ugosselin,258h,Oujda,online
3826,0182414040,suspended,postpaid,2024-05-15,2025-05-15,2024-05-13,dos-santosvincent,363h,Marrakech,offline
3827,+33450517014,suspended,prepaid,2023-08-10,2024-08-09,2023-07-28,francoisemallet,78h,Rabat,offline
3828,0233263341,inactive,prepaid,2023-05-14,2024-05-13,2023-04-29,coulonbernard,238h,Fès,online
3829,0299611477,inactive,prepaid,2024-09-15,2025-09-15,2024-09-13,suzannenormand,430h,Agadir,online
3830,+33(0)631816730,active,postpaid,2023-11-06,2024-11-05,2023-11-01,jeromegrenier,484h,Casablanca,online
3831,0637717227,suspended,postpaid,2023-05-27,2024-05-26,2023-05-21,genevievebailly,216h,Oujda,offline
3832,0149218555,inactive,postpaid,2025-01-26,2026-01-26,2025-01-20,ogallet,373h,Marrakech,online
3833,0248132645,active,prepaid,2024-12-03,2025-12-03,2024-11-26,gilbertlucy,319h,Tanger,online
3834,+33238595472,active,prepaid,2024-06-05,2025-06-05,2024-05-31,gaudinvictoire,169h,Oujda,online
3835,0249991643,active,prepaid,2023-11-23,2024-11-22,2023-11-16,tanguyvalerie,117h,Casablanca,online
3836,0229344056,inactive,postpaid,2024-07-29,2025-07-29,2024-07-22,andreedelmas,239h,Kenitra,online
3837,0781894480,suspended,prepaid,2024-04-28,2025-04-28,2024-04-04,julienguilbert,343h,Oujda,offline
3838,+33240578704,active,postpaid,2024-11-19,2025-11-19,2024-11-07,zolivier,438h,Oujda,online
3839,0182962548,inactive,postpaid,2024-04-06,2025-04-06,2024-03-12,gcolas,384h,Agadir,online
3840,+33478142236,suspended,prepaid,2024-03-08,2025-03-08,2024-02-08,imbertalexandria,88h,Fès,offline
3841,+33145762493,active,prepaid,2024-03-30,2025-03-30,2024-03-23,philippe51,482h,Marrakech,online
3842,0230939832,suspended,postpaid,2024-11-27,2025-11-27,2024-11-03,margot85,417h,Kenitra,online
3843,0179414286,active,prepaid,2023-10-27,2024-10-26,2023-10-19,ponsstephane,138h,Marrakech,online
3844,+33(0)366946005,suspended,postpaid,2025-04-03,2026-04-03,2025-03-29,carreveronique,234h,Rabat,online
3845,+33363352196,inactive,prepaid,2024-04-02,2025-04-02,2024-03-30,imbertantoine,490h,Marrakech,online
3846,0214489754,active,postpaid,2023-11-23,2024-11-22,2023-11-13,jourdancecile,29h,Kenitra,offline
3847,+33(0)364172114,inactive,postpaid,2024-05-04,2025-05-04,2024-04-04,pcarre,373h,Rabat,offline
3848,+33684029431,suspended,postpaid,2024-10-15,2025-10-15,2024-09-24,matthieu56,164h,Fès,offline
3849,+33(0)456067248,suspended,prepaid,2024-07-21,2025-07-21,2024-07-17,coulonleon,473h,Fès,online
3850,+33328291117,inactive,prepaid,2023-11-02,2024-11-01,2023-10-20,adelaide08,274h,Kenitra,online
3851,0254836626,suspended,postpaid,2024-08-06,2025-08-06,2024-07-11,celina74,322h,Marrakech,offline
3852,0368283970,active,prepaid,2023-12-07,2024-12-06,2023-11-20,gilbertlegendre,79h,Agadir,online
3853,0345551632,suspended,postpaid,2023-07-20,2024-07-19,2023-06-24,nmartin,197h,Oujda,offline
3854,0176508594,inactive,prepaid,2024-04-21,2025-04-21,2024-03-29,celine02,484h,Tanger,offline
3855,0328902218,suspended,prepaid,2024-10-03,2025-10-03,2024-09-25,lblanchard,231h,Rabat,online
3856,0276592873,active,prepaid,2024-03-26,2025-03-26,2024-03-22,choarau,44h,Casablanca,online
3857,+33(0)278479795,inactive,prepaid,2023-05-21,2024-05-20,2023-05-04,lucie28,120h,Agadir,offline
3858,0480422902,suspended,prepaid,2023-05-16,2024-05-15,2023-04-20,ggilbert,342h,Rabat,offline
3859,0596801639,active,postpaid,2025-04-07,2026-04-07,2025-03-10,inesguillet,149h,Casablanca,online
3860,+33(0)324442246,active,postpaid,2025-03-21,2026-03-21,2025-03-01,franck36,53h,Fès,offline
3861,0415885594,suspended,postpaid,2024-07-08,2025-07-08,2024-07-02,zrobert,376h,Rabat,offline
3862,0808702828,active,prepaid,2024-07-30,2025-07-30,2024-07-26,guillaumeschmitt,72h,Kenitra,offline
3863,0389572991,inactive,prepaid,2023-05-04,2024-05-03,2023-04-10,fredericlejeune,112h,Kenitra,online
3864,+33488916382,active,postpaid,2025-02-10,2026-02-10,2025-02-04,lucas69,438h,Fès,online
3865,+33(0)219684182,active,postpaid,2024-08-28,2025-08-28,2024-08-23,ebouchet,90h,Oujda,offline
3866,0449306053,inactive,postpaid,2024-02-05,2025-02-04,2024-01-14,perretalex,435h,Tanger,online
3867,0473079277,suspended,prepaid,2023-11-28,2024-11-27,2023-11-04,christiane21,354h,Tanger,online
3868,+33385007774,inactive,postpaid,2025-02-27,2026-02-27,2025-02-17,bmaillet,226h,Casablanca,offline
3869,0631145008,suspended,postpaid,2023-05-13,2024-05-12,2023-04-26,rphilippe,260h,Agadir,online
3870,0321529107,inactive,prepaid,2024-06-14,2025-06-14,2024-06-05,sophie79,411h,Marrakech,online
3871,0145836281,inactive,postpaid,2024-02-27,2025-02-26,2024-01-30,lefebvretheophile,392h,Agadir,online
3872,+33(0)493541335,inactive,prepaid,2025-03-27,2026-03-27,2025-03-07,ifoucher,403h,Kenitra,offline
3873,0516251936,suspended,prepaid,2024-11-10,2025-11-10,2024-11-01,guillaume35,203h,Oujda,online
3874,+33(0)247245252,suspended,postpaid,2023-06-29,2024-06-28,2023-06-23,sebastiengay,212h,Tanger,offline
3875,0140027049,inactive,postpaid,2025-02-12,2026-02-12,2025-02-06,benoitcouturier,242h,Agadir,online
3876,0437964154,inactive,prepaid,2023-11-28,2024-11-27,2023-11-22,bessonmonique,8h,Oujda,online
3877,+33(0)442961389,inactive,postpaid,2023-10-06,2024-10-05,2023-09-07,gilbertmercier,277h,Rabat,online
3878,0634921401,suspended,prepaid,2025-04-10,2026-04-10,2025-03-15,chantalremy,14h,Agadir,online
3879,+33234765236,suspended,postpaid,2023-05-25,2024-05-24,2023-05-20,dgrondin,59h,Rabat,offline
3880,+33324762588,inactive,prepaid,2024-01-18,2025-01-17,2023-12-19,mramos,21h,Marrakech,offline
3881,0188669279,suspended,postpaid,2023-11-27,2024-11-26,2023-11-16,alfred67,119h,Oujda,online
3882,+33(0)553625039,suspended,prepaid,2024-12-25,2025-12-25,2024-12-10,gilles86,330h,Oujda,online
3883,+33(0)170839447,suspended,postpaid,2023-11-28,2024-11-27,2023-11-01,guillonanastasie,340h,Marrakech,online
3884,0481398939,inactive,prepaid,2023-12-11,2024-12-10,2023-11-27,gauthierpaulette,171h,Fès,online
3885,+33(0)596504635,suspended,postpaid,2024-06-30,2025-06-30,2024-06-09,michel28,49h,Tanger,online
3886,0353814932,active,prepaid,2024-12-21,2025-12-21,2024-11-27,yleleu,335h,Casablanca,online
3887,0247500885,suspended,prepaid,2024-01-17,2025-01-16,2024-01-08,nathalie79,360h,Marrakech,online
3888,0438509718,suspended,prepaid,2024-02-20,2025-02-19,2024-01-24,vberger,90h,Marrakech,online
3889,+33(0)254838438,active,prepaid,2025-04-16,2026-04-16,2025-03-20,poiriernoel,190h,Fès,online
3890,+33638621995,inactive,prepaid,2023-08-28,2024-08-27,2023-08-05,ale-gall,445h,Oujda,offline
3891,+33485389149,inactive,postpaid,2024-07-28,2025-07-28,2024-07-10,richard59,152h,Casablanca,online
3892,0258412933,suspended,prepaid,2024-10-20,2025-10-20,2024-09-25,ferreiraphilippine,271h,Agadir,offline
3893,0635786791,suspended,prepaid,2024-02-19,2025-02-18,2024-02-01,bruneauthomas,199h,Fès,offline
3894,0169482822,active,prepaid,2024-08-04,2025-08-04,2024-07-10,xcollet,21h,Oujda,online
3895,0479820708,suspended,postpaid,2023-08-19,2024-08-18,2023-07-31,hugueslopes,226h,Kenitra,online
3896,+33793324420,inactive,postpaid,2024-12-04,2025-12-04,2024-11-07,gosselinhugues,397h,Oujda,offline
3897,0492897147,inactive,postpaid,2023-07-08,2024-07-07,2023-06-28,anastasiemary,396h,Rabat,offline
3898,+33382180426,active,prepaid,2024-12-26,2025-12-26,2024-12-02,pintojosette,151h,Marrakech,online
3899,+33(0)516485610,active,postpaid,2023-05-04,2024-05-03,2023-04-14,vcourtois,414h,Marrakech,online
3900,+33582901830,active,prepaid,2024-05-02,2025-05-02,2024-04-29,josetteblanchard,8h,Fès,online
3901,+33(0)553685105,inactive,prepaid,2025-03-11,2026-03-11,2025-03-09,gabrielauger,313h,Fès,online
3902,+33240719762,active,postpaid,2024-05-16,2025-05-16,2024-04-20,fleger,375h,Kenitra,online
3903,+33361112204,inactive,postpaid,2025-01-11,2026-01-11,2025-01-08,tmarion,78h,Oujda,offline
3904,+33(0)236411849,suspended,prepaid,2024-05-02,2025-05-02,2024-04-13,dpeltier,333h,Marrakech,online
3905,0562163769,suspended,prepaid,2023-07-31,2024-07-30,2023-07-27,frederiquegeorges,29h,Tanger,offline
3906,+33(0)420091905,inactive,prepaid,2024-05-23,2025-05-23,2024-05-09,mvalentin,377h,Marrakech,online
3907,0246422586,active,postpaid,2023-04-22,2024-04-21,2023-04-20,denise87,479h,Tanger,online
3908,+33(0)373321386,inactive,prepaid,2024-02-24,2025-02-23,2024-02-06,hetienne,278h,Oujda,online
3909,+33(0)562137958,active,prepaid,2023-11-01,2024-10-31,2023-10-04,anne85,164h,Casablanca,offline
3910,+33553061713,active,postpaid,2024-11-19,2025-11-19,2024-10-24,edithdupuis,125h,Tanger,online
3911,+33(0)554059835,inactive,prepaid,2023-10-22,2024-10-21,2023-09-22,thibaut84,473h,Oujda,online
3912,+33(0)427907445,suspended,prepaid,2023-10-26,2024-10-25,2023-10-04,philippineleclercq,30h,Kenitra,offline
3913,0480948003,suspended,postpaid,2023-07-13,2024-07-12,2023-06-25,rene67,83h,Kenitra,offline
3914,+33562096306,active,prepaid,2023-07-06,2024-07-05,2023-06-06,pascalelodie,90h,Tanger,offline
